ozone,a,b,c,d,e,day,time
$52.2,36.7,558.7,0.0000,0.0000,0.0000,29/08/16,17:28:07
$51.7,36.7,558.5,0.0000,0.0000,0.0000,29/08/16,17:33:07
$50.6,36.6,558.7,0.0000,0.0000,0.0000,29/08/16,17:38:07
$46.2,36.6,559.1,0.0000,0.0000,0.0000,29/08/16,17:43:06
$47.9,36.7,559.4,0.0000,0.0000,0.0000,29/08/16,17:48:06
$47.9,36.7,559.6,0.0000,0.0000,0.0000,29/08/16,17:53:07
$51.2,36.7,559.9,0.0000,0.0000,0.0000,29/08/16,17:58:07
$51.4,36.6,559.9,0.0000,0.0000,0.0000,29/08/16,18:03:07
$51.6,36.6,560.1,0.0000,0.0000,0.0000,29/08/16,18:08:06
$52.2,36.6,560.2,0.0000,0.0000,0.0000,29/08/16,18:13:06
$52.0,36.6,560.4,0.0000,0.0000,0.0000,29/08/16,18:18:06
$52.8,36.7,560.5,0.0000,0.0000,0.0000,29/08/16,18:23:07
$52.7,36.6,560.7,0.0000,0.0000,0.0000,29/08/16,18:28:07
$53.6,36.6,560.7,0.0000,0.0000,0.0000,29/08/16,18:33:07
$52.7,36.6,560.8,0.0000,0.0000,0.0000,29/08/16,18:38:06
$52.2,36.6,560.8,0.0000,0.0000,0.0000,29/08/16,18:43:06
$51.1,36.6,560.8,0.0000,0.0000,0.0000,29/08/16,18:48:06
$50.4,36.5,560.7,0.0000,0.0000,0.0000,29/08/16,18:53:07
$49.9,36.6,561.0,0.0000,0.0000,0.0000,29/08/16,18:58:07
$49.9,36.5,560.4,0.0000,0.0000,0.0000,29/08/16,19:03:07
$50.4,36.5,560.7,0.0000,0.0000,0.0000,29/08/16,19:08:06
$52.1,36.5,560.8,0.0000,0.0000,0.0000,29/08/16,19:13:06
$53.1,36.5,560.9,0.0000,0.0000,0.0000,29/08/16,19:18:07
$53.5,36.4,561.0,0.0000,0.0000,0.0000,29/08/16,19:23:07
$54.1,36.5,560.9,0.0000,0.0000,0.0000,29/08/16,19:28:07
$54.1,36.4,560.7,0.0000,0.0000,0.0000,29/08/16,19:33:07
$55.3,36.4,560.8,0.0000,0.0000,0.0000,29/08/16,19:38:06
$54.8,36.3,560.8,0.0000,0.0000,0.0000,29/08/16,19:43:06
$54.1,36.3,560.8,0.0000,0.0000,0.0000,29/08/16,19:48:07
$54.1,36.3,561.0,0.0000,0.0000,0.0000,29/08/16,19:53:07
$53.9,36.3,561.0,0.0000,0.0000,0.0000,29/08/16,19:58:07
$54.3,36.3,560.9,0.0000,0.0000,0.0000,29/08/16,20:03:07
$53.4,36.3,560.7,0.0000,0.0000,0.0000,29/08/16,20:08:06
$54.2,36.2,560.4,0.0000,0.0000,0.0000,29/08/16,20:13:06
$53.5,36.3,560.3,0.0000,0.0000,0.0000,29/08/16,20:18:07
$52.8,36.2,559.9,0.0000,0.0000,0.0000,29/08/16,20:23:07
$50.4,36.2,560.0,0.0000,0.0000,0.0000,29/08/16,20:28:07
$50.6,36.2,560.0,0.0000,0.0000,0.0000,29/08/16,20:33:06
$52.7,36.2,559.9,0.0000,0.0000,0.0000,29/08/16,20:38:06
$52.9,36.3,559.8,0.0000,0.0000,0.0000,29/08/16,20:43:06
$53.4,36.3,559.8,0.0000,0.0000,0.0000,29/08/16,20:48:07
$53.9,36.3,559.6,0.0000,0.0000,0.0000,29/08/16,20:53:07
$54.2,36.3,559.8,0.0000,0.0000,0.0000,29/08/16,20:58:07
$51.7,36.3,559.8,0.0000,0.0000,0.0000,29/08/16,21:03:06
$48.8,36.3,559.8,0.0000,0.0000,0.0000,29/08/16,21:08:06
$45.7,36.3,560.0,0.0000,0.0000,0.0000,29/08/16,21:13:06
$44.7,36.3,559.9,0.0000,0.0000,0.0000,29/08/16,21:18:07
$46.5,36.3,560.0,0.0000,0.0000,0.0000,29/08/16,21:23:07
$46.0,36.3,560.0,0.0000,0.0000,0.0000,29/08/16,21:28:07
$46.2,36.3,559.9,0.0000,0.0000,0.0000,29/08/16,21:33:06
$48.3,36.3,559.9,0.0000,0.0000,0.0000,29/08/16,21:38:06
$47.0,36.2,560.3,0.0000,0.0000,0.0000,29/08/16,21:43:06
$41.3,36.3,560.6,0.0000,0.0000,0.0000,29/08/16,21:48:07
$37.4,36.3,560.8,0.0000,0.0000,0.0000,29/08/16,21:53:07
$36.3,36.3,560.8,0.0000,0.0000,0.0000,29/08/16,21:58:07
$38.3,36.3,560.7,0.0000,0.0000,0.0000,29/08/16,22:03:06
$38.4,36.3,560.7,0.0000,0.0000,0.0000,29/08/16,22:08:06
$38.8,36.3,560.8,0.0000,0.0000,0.0000,29/08/16,22:13:07
$40.5,36.3,560.7,0.0000,0.0000,0.0000,29/08/16,22:18:07
$40.0,36.4,560.7,0.0000,0.0000,0.0000,29/08/16,22:23:07
$39.0,36.3,560.7,0.0000,0.0000,0.0000,29/08/16,22:28:07
$39.2,36.3,560.6,0.0000,0.0000,0.0000,29/08/16,22:33:06
$40.6,36.3,560.6,0.0000,0.0000,0.0000,29/08/16,22:38:06
$41.4,36.3,560.5,0.0000,0.0000,0.0000,29/08/16,22:43:07
$42.7,36.4,560.2,0.0000,0.0000,0.0000,29/08/16,22:48:07
$43.1,36.3,560.4,0.0000,0.0000,0.0000,29/08/16,22:53:07
$43.4,36.3,560.3,0.0000,0.0000,0.0000,29/08/16,22:58:07
$43.4,36.3,560.0,0.0000,0.0000,0.0000,29/08/16,23:03:06
$43.2,36.3,560.3,0.0000,0.0000,0.0000,29/08/16,23:08:06
$42.7,36.3,560.1,0.0000,0.0000,0.0000,29/08/16,23:13:07
$42.7,36.3,560.1,0.0000,0.0000,0.0000,29/08/16,23:18:07
$43.0,36.3,559.9,0.0000,0.0000,0.0000,29/08/16,23:23:07
$43.6,36.3,559.9,0.0000,0.0000,0.0000,29/08/16,23:28:06
$43.8,36.2,559.8,0.0000,0.0000,0.0000,29/08/16,23:33:06
$44.1,36.3,559.5,0.0000,0.0000,0.0000,29/08/16,23:38:06
$42.9,36.3,559.7,0.0000,0.0000,0.0000,29/08/16,23:43:07
$43.1,36.3,559.7,0.0000,0.0000,0.0000,29/08/16,23:48:07
$42.1,36.3,559.2,0.0000,0.0000,0.0000,29/08/16,23:53:07
$41.3,36.3,559.3,0.0000,0.0000,0.0000,29/08/16,23:58:06
$41.0,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,00:03:06
$41.4,36.3,559.5,0.0000,0.0000,0.0000,30/08/16,00:08:06
$40.7,36.3,559.6,0.0000,0.0000,0.0000,30/08/16,00:13:07
$41.5,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,00:18:07
$41.5,36.3,559.5,0.0000,0.0000,0.0000,30/08/16,00:23:07
$41.5,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,00:28:06
$40.9,36.3,559.5,0.0000,0.0000,0.0000,30/08/16,00:33:06
$41.8,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,00:38:06
$42.0,36.2,559.6,0.0000,0.0000,0.0000,30/08/16,00:43:07
$43.4,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,00:48:07
$42.9,36.3,559.6,0.0000,0.0000,0.0000,30/08/16,00:53:07
$42.7,36.3,559.5,0.0000,0.0000,0.0000,30/08/16,00:58:06
$43.7,36.3,559.6,0.0000,0.0000,0.0000,30/08/16,01:03:06
$44.5,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,01:08:07
$45.5,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,01:13:07
$45.4,36.4,559.8,0.0000,0.0000,0.0000,30/08/16,01:18:07
$46.3,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,01:23:07
$45.9,36.3,559.6,0.0000,0.0000,0.0000,30/08/16,01:28:06
$47.4,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,01:33:06
$46.1,36.3,559.6,0.0000,0.0000,0.0000,30/08/16,01:38:07
$46.0,36.4,559.4,0.0000,0.0000,0.0000,30/08/16,01:43:07
$45.8,36.4,559.5,0.0000,0.0000,0.0000,30/08/16,01:48:07
$44.7,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,01:53:07
$44.8,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,01:58:06
$45.2,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,02:03:06
$46.8,36.4,559.5,0.0000,0.0000,0.0000,30/08/16,02:08:07
$45.9,36.4,559.3,0.0000,0.0000,0.0000,30/08/16,02:13:07
$45.7,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,02:18:07
$45.4,36.4,559.5,0.0000,0.0000,0.0000,30/08/16,02:23:06
$45.5,36.4,559.2,0.0000,0.0000,0.0000,30/08/16,02:28:06
$44.9,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,02:33:06
$44.7,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,02:38:07
$44.8,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,02:43:07
$46.1,36.5,559.6,0.0000,0.0000,0.0000,30/08/16,02:48:07
$46.7,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,02:53:06
$47.4,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,02:58:06
$46.2,36.5,559.6,0.0000,0.0000,0.0000,30/08/16,03:03:06
$44.9,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,03:08:07
$45.1,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,03:13:07
$45.5,36.5,559.9,0.0000,0.0000,0.0000,30/08/16,03:18:07
$44.7,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,03:23:06
$45.7,36.5,559.8,0.0000,0.0000,0.0000,30/08/16,03:28:06
$44.7,36.5,559.7,0.0000,0.0000,0.0000,30/08/16,03:33:06
$44.1,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,03:38:07
$44.3,36.4,559.5,0.0000,0.0000,0.0000,30/08/16,03:43:07
$44.6,36.5,559.7,0.0000,0.0000,0.0000,30/08/16,03:48:07
$45.5,36.5,559.5,0.0000,0.0000,0.0000,30/08/16,03:53:06
$46.9,36.4,559.8,0.0000,0.0000,0.0000,30/08/16,03:58:06
$44.8,36.5,559.8,0.0000,0.0000,0.0000,30/08/16,04:03:07
$45.6,36.5,559.8,0.0000,0.0000,0.0000,30/08/16,04:08:07
$45.2,36.4,559.8,0.0000,0.0000,0.0000,30/08/16,04:13:07
$45.0,36.5,559.8,0.0000,0.0000,0.0000,30/08/16,04:18:07
$45.1,36.5,559.5,0.0000,0.0000,0.0000,30/08/16,04:23:06
$43.9,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,04:28:06
$43.8,36.4,559.5,0.0000,0.0000,0.0000,30/08/16,04:33:07
$43.2,36.5,559.6,0.0000,0.0000,0.0000,30/08/16,04:38:07
$43.9,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,04:43:07
$44.1,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,04:48:06
$44.3,36.5,559.4,0.0000,0.0000,0.0000,30/08/16,04:53:06
$44.0,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,04:58:06
$44.1,36.4,559.4,0.0000,0.0000,0.0000,30/08/16,05:03:07
$43.5,36.4,559.5,0.0000,0.0000,0.0000,30/08/16,05:08:07
$45.0,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,05:13:07
$44.5,36.4,559.4,0.0000,0.0000,0.0000,30/08/16,05:18:06
$43.5,36.5,559.5,0.0000,0.0000,0.0000,30/08/16,05:23:06
$44.8,36.5,559.6,0.0000,0.0000,0.0000,30/08/16,05:28:06
$45.2,36.5,559.6,0.0000,0.0000,0.0000,30/08/16,05:33:07
$44.4,36.6,559.7,0.0000,0.0000,0.0000,30/08/16,05:38:07
$43.4,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,05:43:07
$44.4,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,05:48:06
$43.5,36.6,559.7,0.0000,0.0000,0.0000,30/08/16,05:53:06
$43.4,36.6,559.4,0.0000,0.0000,0.0000,30/08/16,05:58:06
$44.8,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,06:03:07
$44.4,36.7,559.3,0.0000,0.0000,0.0000,30/08/16,06:08:07
$44.9,36.7,559.5,0.0000,0.0000,0.0000,30/08/16,06:13:07
$44.7,36.7,559.6,0.0000,0.0000,0.0000,30/08/16,06:18:06
$44.0,36.7,559.6,0.0000,0.0000,0.0000,30/08/16,06:23:06
$42.3,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,06:28:07
$41.5,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,06:33:07
$42.4,36.7,559.5,0.0000,0.0000,0.0000,30/08/16,06:38:07
$41.2,36.6,559.7,0.0000,0.0000,0.0000,30/08/16,06:43:07
$42.5,36.6,559.3,0.0000,0.0000,0.0000,30/08/16,06:48:06
$42.0,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,06:53:06
$42.3,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,06:58:07
$42.0,36.6,559.4,0.0000,0.0000,0.0000,30/08/16,07:03:07
$42.0,36.6,559.7,0.0000,0.0000,0.0000,30/08/16,07:08:07
$42.0,36.7,559.7,0.0000,0.0000,0.0000,30/08/16,07:13:06
$42.5,36.6,559.7,0.0000,0.0000,0.0000,30/08/16,07:18:06
$43.5,36.6,559.6,0.0000,0.0000,0.0000,30/08/16,07:23:06
$41.1,36.7,559.8,0.0000,0.0000,0.0000,30/08/16,07:28:07
$41.8,36.7,559.8,0.0000,0.0000,0.0000,30/08/16,07:33:07
$40.8,36.6,559.8,0.0000,0.0000,0.0000,30/08/16,07:38:07
$41.8,36.7,559.7,0.0000,0.0000,0.0000,30/08/16,07:43:06
$42.5,36.8,559.6,0.0000,0.0000,0.0000,30/08/16,07:48:06
$41.1,36.7,559.9,0.0000,0.0000,0.0000,30/08/16,07:53:06
$41.7,36.7,559.6,0.0000,0.0000,0.0000,30/08/16,07:58:07
$41.7,36.8,559.5,0.0000,0.0000,0.0000,30/08/16,08:03:07
$41.5,36.8,559.6,0.0000,0.0000,0.0000,30/08/16,08:08:07
$41.1,36.7,559.7,0.0000,0.0000,0.0000,30/08/16,08:13:06
$41.9,36.8,559.5,0.0000,0.0000,0.0000,30/08/16,08:18:06
$41.1,36.8,559.7,0.0000,0.0000,0.0000,30/08/16,08:23:07
$41.4,36.8,559.3,0.0000,0.0000,0.0000,30/08/16,08:28:07
$43.0,36.8,559.5,0.0000,0.0000,0.0000,30/08/16,08:33:07
$43.1,36.8,559.7,0.0000,0.0000,0.0000,30/08/16,08:38:07
$47.0,36.8,559.5,0.0000,0.0000,0.0000,30/08/16,08:43:06
$48.0,36.8,559.4,0.0000,0.0000,0.0000,30/08/16,08:48:06
$45.5,36.8,559.7,0.0000,0.0000,0.0000,30/08/16,08:53:07
$45.1,36.8,559.1,0.0000,0.0000,0.0000,30/08/16,08:58:07
$44.7,36.8,559.1,0.0000,0.0000,0.0000,30/08/16,09:03:07
$47.1,36.9,559.5,0.0000,0.0000,0.0000,30/08/16,09:08:06
$47.7,36.9,559.4,0.0000,0.0000,0.0000,30/08/16,09:13:06
$46.0,36.9,559.5,0.0000,0.0000,0.0000,30/08/16,09:18:06
$46.3,36.9,559.5,0.0000,0.0000,0.0000,30/08/16,09:23:07
$47.6,36.9,559.5,0.0000,0.0000,0.0000,30/08/16,09:28:07
$46.0,36.9,559.2,0.0000,0.0000,0.0000,30/08/16,09:33:07
$48.1,37.0,559.3,0.0000,0.0000,0.0000,30/08/16,09:38:06
$48.1,36.9,559.4,0.0000,0.0000,0.0000,30/08/16,09:43:06
$48.5,36.9,559.2,0.0000,0.0000,0.0000,30/08/16,09:48:07
$47.6,37.0,559.2,0.0000,0.0000,0.0000,30/08/16,09:53:07
$49.0,37.0,559.2,0.0000,0.0000,0.0000,30/08/16,09:58:07
$47.2,37.0,559.1,0.0000,0.0000,0.0000,30/08/16,10:03:07
$47.7,37.0,559.2,0.0000,0.0000,0.0000,30/08/16,10:08:06
$46.1,37.0,559.0,0.0000,0.0000,0.0000,30/08/16,10:13:06
$46.5,37.1,559.2,0.0000,0.0000,0.0000,30/08/16,10:18:07
$46.0,37.0,559.2,0.0000,0.0000,0.0000,30/08/16,10:23:07
$45.9,37.1,559.2,0.0000,0.0000,0.0000,30/08/16,10:28:07
$45.8,37.1,559.1,0.0000,0.0000,0.0000,30/08/16,10:33:06
$46.9,37.1,559.1,0.0000,0.0000,0.0000,30/08/16,10:38:06
$46.5,37.1,559.2,0.0000,0.0000,0.0000,30/08/16,10:43:06
$45.2,37.1,559.0,0.0000,0.0000,0.0000,30/08/16,10:48:07
$45.7,37.1,559.0,0.0000,0.0000,0.0000,30/08/16,10:53:07
$41.2,37.1,559.0,0.0000,0.0000,0.0000,30/08/16,10:58:07
$41.0,37.1,559.1,0.0000,0.0000,0.0000,30/08/16,11:03:06
$44.2,37.1,558.9,0.0000,0.0000,0.0000,30/08/16,11:08:06
$44.8,37.1,559.1,0.0000,0.0000,0.0000,30/08/16,11:13:06
$43.9,37.1,559.0,0.0000,0.0000,0.0000,30/08/16,11:18:07
$43.5,37.1,558.9,0.0000,0.0000,0.0000,30/08/16,11:23:07
$45.1,37.1,559.4,0.0000,0.0000,0.0000,30/08/16,11:28:07
$45.8,37.1,559.0,0.0000,0.0000,0.0000,30/08/16,11:33:06
$48.7,37.1,558.8,0.0000,0.0000,0.0000,30/08/16,11:38:06
$48.6,37.1,558.8,0.0000,0.0000,0.0000,30/08/16,11:43:07
$48.7,37.1,558.8,0.0000,0.0000,0.0000,30/08/16,11:48:07
$49.4,37.1,558.9,0.0000,0.0000,0.0000,30/08/16,11:53:07
$48.6,37.1,558.7,0.0000,0.0000,0.0000,30/08/16,11:58:07
$47.3,37.1,558.8,0.0000,0.0000,0.0000,30/08/16,12:03:06
$49.6,37.1,558.9,0.0000,0.0000,0.0000,30/08/16,12:08:06
$51.4,37.1,558.8,0.0000,0.0000,0.0000,30/08/16,12:13:07
$51.9,37.1,558.7,0.0000,0.0000,0.0000,30/08/16,12:18:07
$50.1,37.0,558.8,0.0000,0.0000,0.0000,30/08/16,12:23:07
$51.5,37.0,558.8,0.0000,0.0000,0.0000,30/08/16,12:28:06
$52.0,37.0,558.8,0.0000,0.0000,0.0000,30/08/16,12:33:06
$53.3,37.0,558.8,0.0000,0.0000,0.0000,30/08/16,12:38:06
$53.8,37.0,558.6,0.0000,0.0000,0.0000,30/08/16,12:43:07
$53.7,37.0,558.7,0.0000,0.0000,0.0000,30/08/16,12:48:07
$54.5,37.0,558.6,0.0000,0.0000,0.0000,30/08/16,12:53:07
$53.6,37.0,558.6,0.0000,0.0000,0.0000,30/08/16,12:58:06
$53.1,37.0,558.5,0.0000,0.0000,0.0000,30/08/16,13:03:06
$55.0,37.0,558.5,0.0000,0.0000,0.0000,30/08/16,13:08:07
$52.7,36.9,558.4,0.0000,0.0000,0.0000,30/08/16,13:13:07
$51.9,36.9,558.3,0.0000,0.0000,0.0000,30/08/16,13:18:07
$52.6,36.9,558.7,0.0000,0.0000,0.0000,30/08/16,13:23:07
$53.0,36.9,558.5,0.0000,0.0000,0.0000,30/08/16,13:28:06
$55.4,36.9,558.6,0.0000,0.0000,0.0000,30/08/16,13:33:06
$57.0,36.9,558.5,0.0000,0.0000,0.0000,30/08/16,13:38:07
$55.6,36.9,558.2,0.0000,0.0000,0.0000,30/08/16,13:43:07
$56.9,36.9,558.2,0.0000,0.0000,0.0000,30/08/16,13:48:07
$56.6,36.9,558.4,0.0000,0.0000,0.0000,30/08/16,13:53:06
$56.6,36.9,558.3,0.0000,0.0000,0.0000,30/08/16,13:58:06
$57.8,36.9,558.3,0.0000,0.0000,0.0000,30/08/16,14:03:06
$57.4,36.8,558.1,0.0000,0.0000,0.0000,30/08/16,14:08:07
$56.3,36.8,558.0,0.0000,0.0000,0.0000,30/08/16,14:13:07
$55.9,36.8,558.1,0.0000,0.0000,0.0000,30/08/16,14:18:07
$57.1,36.8,558.1,0.0000,0.0000,0.0000,30/08/16,14:23:06
$58.3,36.8,558.3,0.0000,0.0000,0.0000,30/08/16,14:28:06
$59.2,36.8,558.2,0.0000,0.0000,0.0000,30/08/16,14:33:06
$58.6,36.8,558.3,0.0000,0.0000,0.0000,30/08/16,14:38:07
$59.5,36.8,558.3,0.0000,0.0000,0.0000,30/08/16,14:43:07
$59.0,36.8,558.3,0.0000,0.0000,0.0000,30/08/16,14:48:07
$59.9,36.8,558.2,0.0000,0.0000,0.0000,30/08/16,14:53:06
$59.4,36.8,558.1,0.0000,0.0000,0.0000,30/08/16,14:58:06
$59.6,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,15:03:07
$53.5,36.7,558.1,0.0000,0.0000,0.0000,30/08/16,15:08:07
$56.9,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,15:13:07
$57.3,36.8,558.0,0.0000,0.0000,0.0000,30/08/16,15:18:07
$62.3,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,15:23:06
$62.4,36.7,558.0,0.0000,0.0000,0.0000,30/08/16,15:28:06
$63.8,36.7,557.7,0.0000,0.0000,0.0000,30/08/16,15:33:07
$63.0,36.7,558.0,0.0000,0.0000,0.0000,30/08/16,15:38:07
$60.8,36.7,557.7,0.0000,0.0000,0.0000,30/08/16,15:43:07
$60.5,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,15:48:06
$62.8,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,15:53:06
$63.5,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,15:58:06
$62.6,36.7,558.0,0.0000,0.0000,0.0000,30/08/16,16:03:07
$62.7,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,16:08:07
$63.2,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,16:13:07
$63.6,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,16:18:06
$66.4,36.8,557.9,0.0000,0.0000,0.0000,30/08/16,16:23:06
$65.8,36.7,557.6,0.0000,0.0000,0.0000,30/08/16,16:28:06
$64.7,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,16:33:07
$64.0,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,16:38:07
$62.1,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,16:43:07
$65.8,36.7,558.0,0.0000,0.0000,0.0000,30/08/16,16:48:06
$64.1,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,16:53:06
$62.7,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,16:58:07
$63.3,36.7,557.7,0.0000,0.0000,0.0000,30/08/16,17:03:07
$63.6,36.7,558.0,0.0000,0.0000,0.0000,30/08/16,17:08:07
$64.9,36.7,558.0,0.0000,0.0000,0.0000,30/08/16,17:13:07
$66.3,36.7,557.7,0.0000,0.0000,0.0000,30/08/16,17:18:06
$66.4,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,17:23:06
$66.3,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,17:28:07
$64.4,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,17:33:07
$65.7,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,17:38:07
$65.3,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,17:43:06
$66.0,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,17:48:06
$67.3,36.7,557.7,0.0000,0.0000,0.0000,30/08/16,17:53:06
$65.7,36.7,557.9,0.0000,0.0000,0.0000,30/08/16,17:58:07
$65.7,36.6,557.9,0.0000,0.0000,0.0000,30/08/16,18:03:07
$66.1,36.6,557.8,0.0000,0.0000,0.0000,30/08/16,18:08:07
$62.2,36.6,557.9,0.0000,0.0000,0.0000,30/08/16,18:13:06
$61.3,36.7,557.8,0.0000,0.0000,0.0000,30/08/16,18:18:06
$60.4,36.6,558.2,0.0000,0.0000,0.0000,30/08/16,18:23:06
$63.6,36.7,558.2,0.0000,0.0000,0.0000,30/08/16,18:28:07
$63.2,36.6,558.2,0.0000,0.0000,0.0000,30/08/16,18:33:07
$62.7,36.6,558.1,0.0000,0.0000,0.0000,30/08/16,18:38:07
$62.4,36.6,558.0,0.0000,0.0000,0.0000,30/08/16,18:43:06
$61.9,36.6,558.0,0.0000,0.0000,0.0000,30/08/16,18:48:06
$62.8,36.6,558.2,0.0000,0.0000,0.0000,30/08/16,18:53:07
$62.3,36.6,558.1,0.0000,0.0000,0.0000,30/08/16,18:58:07
$61.7,36.6,558.2,0.0000,0.0000,0.0000,30/08/16,19:03:07
$63.1,36.6,558.3,0.0000,0.0000,0.0000,30/08/16,19:08:07
$63.7,36.6,558.3,0.0000,0.0000,0.0000,30/08/16,19:13:06
$63.1,36.6,558.4,0.0000,0.0000,0.0000,30/08/16,19:18:06
$52.9,36.6,558.6,0.0000,0.0000,0.0000,30/08/16,19:23:07
$52.1,36.7,558.7,0.0000,0.0000,0.0000,30/08/16,19:28:07
$49.8,36.6,558.6,0.0000,0.0000,0.0000,30/08/16,19:33:07
$49.9,36.6,558.7,0.0000,0.0000,0.0000,30/08/16,19:38:06
$49.3,36.6,558.7,0.0000,0.0000,0.0000,30/08/16,19:43:06
$50.4,36.5,558.6,0.0000,0.0000,0.0000,30/08/16,19:48:06
$50.4,36.5,558.6,0.0000,0.0000,0.0000,30/08/16,19:53:07
$51.2,36.5,558.6,0.0000,0.0000,0.0000,30/08/16,19:58:07
$51.6,36.5,558.8,0.0000,0.0000,0.0000,30/08/16,20:03:07
$50.6,36.4,558.7,0.0000,0.0000,0.0000,30/08/16,20:08:06
$50.3,36.5,558.7,0.0000,0.0000,0.0000,30/08/16,20:13:06
$48.4,36.4,558.8,0.0000,0.0000,0.0000,30/08/16,20:18:06
$45.1,36.4,558.7,0.0000,0.0000,0.0000,30/08/16,20:23:07
$43.0,36.5,558.9,0.0000,0.0000,0.0000,30/08/16,20:28:07
$42.8,36.4,559.0,0.0000,0.0000,0.0000,30/08/16,20:33:07
$42.8,36.5,559.0,0.0000,0.0000,0.0000,30/08/16,20:38:06
$47.6,36.4,558.9,0.0000,0.0000,0.0000,30/08/16,20:43:06
$50.7,36.5,559.2,0.0000,0.0000,0.0000,30/08/16,20:48:06
$51.2,36.4,559.2,0.0000,0.0000,0.0000,30/08/16,20:53:07
$51.7,36.4,559.3,0.0000,0.0000,0.0000,30/08/16,20:58:07
$51.6,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,21:03:07
$52.5,36.4,559.7,0.0000,0.0000,0.0000,30/08/16,21:08:06
$51.1,36.4,559.6,0.0000,0.0000,0.0000,30/08/16,21:13:06
$52.2,36.3,559.9,0.0000,0.0000,0.0000,30/08/16,21:18:07
$52.2,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,21:23:07
$51.4,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,21:28:07
$52.8,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,21:33:07
$53.0,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,21:38:06
$53.0,36.3,559.9,0.0000,0.0000,0.0000,30/08/16,21:43:06
$53.0,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,21:48:07
$54.8,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,21:53:07
$54.9,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,21:58:07
$54.3,36.2,559.8,0.0000,0.0000,0.0000,30/08/16,22:03:07
$54.8,36.3,559.8,0.0000,0.0000,0.0000,30/08/16,22:08:06
$55.5,36.2,559.7,0.0000,0.0000,0.0000,30/08/16,22:13:06
$56.0,36.2,559.7,0.0000,0.0000,0.0000,30/08/16,22:18:07
$55.9,36.2,559.7,0.0000,0.0000,0.0000,30/08/16,22:23:07
$55.9,36.3,559.7,0.0000,0.0000,0.0000,30/08/16,22:28:07
